,Date,Home Team,Visitor Team,Home Team Score,Visitor Team Score,Point Difference,Home Win,Home Loss
891,2021-04-14T00:00:00.000Z,Memphis Grizzlies,Dallas Mavericks,113,114,-1,0,1
892,2021-04-21T00:00:00.000Z,Sacramento Kings,Minnesota Timberwolves,128,125,3,1,0
893,2021-04-28T00:00:00.000Z,Washington Wizards,Los Angeles Lakers,116,107,9,1,0
894,2021-04-24T00:00:00.000Z,Dallas Mavericks,Los Angeles Lakers,108,93,15,1,0
895,2021-04-22T00:00:00.000Z,Boston Celtics,Phoenix Suns,99,86,13,1,0
896,2021-04-26T00:00:00.000Z,Miami Heat,Chicago Bulls,102,110,-8,0,1
897,2021-05-02T00:00:00.000Z,Milwaukee Bucks,Brooklyn Nets,68,114,-46,0,1
898,2021-05-08T00:00:00.000Z,Indiana Pacers,Washington Wizards,132,133,-1,0,1
899,2021-05-13T00:00:00.000Z,Chicago Bulls,Toronto Raptors,114,102,12,1,0
900,2021-05-03T00:00:00.000Z,Los Angeles Lakers,Denver Nuggets,93,89,4,1,0
901,2021-05-09T00:00:00.000Z,Orlando Magic,Minnesota Timberwolves,96,128,-32,0,1
902,2021-04-21T00:00:00.000Z,Houston Rockets,Utah Jazz,89,112,-23,0,1
903,2021-04-01T00:00:00.000Z,LA Clippers,Denver Nuggets,94,101,-7,0,1
904,2021-05-08T00:00:00.000Z,Golden State Warriors,Oklahoma City Thunder,136,97,39,1,0
905,2021-03-12T00:00:00.000Z,New Orleans Pelicans,Cleveland Cavaliers,116,78,38,1,0
906,2021-03-24T00:00:00.000Z,San Antonio Spurs,LA Clippers,101,134,-33,0,1
907,2021-04-28T00:00:00.000Z,New York Knicks,Chicago Bulls,113,94,19,1,0
908,2021-03-19T00:00:00.000Z,Memphis Grizzlies,Golden State Warriors,103,116,-13,0,1
909,2021-04-14T00:00:00.000Z,New Orleans Pelicans,New York Knicks,106,116,-10,0,1
910,2021-04-02T00:00:00.000Z,New Orleans Pelicans,Atlanta Hawks,103,126,-23,0,1
911,2021-04-16T00:00:00.000Z,San Antonio Spurs,Portland Trail Blazers,106,107,-1,0,1
912,2021-03-11T00:00:00.000Z,Oklahoma City Thunder,Dallas Mavericks,116,108,8,1,0
913,2021-03-16T00:00:00.000Z,Los Angeles Lakers,Minnesota Timberwolves,137,121,16,1,0
914,2021-05-02T00:00:00.000Z,San Antonio Spurs,Philadelphia 76ers,111,113,-2,0,1
915,2021-03-29T00:00:00.000Z,Houston Rockets,Memphis Grizzlies,110,120,-10,0,1
916,2021-04-30T00:00:00.000Z,Brooklyn Nets,Portland Trail Blazers,109,128,-19,0,1
917,2021-05-13T00:00:00.000Z,Atlanta Hawks,Orlando Magic,116,93,23,1,0
918,2021-03-26T00:00:00.000Z,Toronto Raptors,Phoenix Suns,100,104,-4,0,1
919,2021-03-31T00:00:00.000Z,Minnesota Timberwolves,New York Knicks,102,101,1,1,0
920,2021-03-15T00:00:00.000Z,Denver Nuggets,Indiana Pacers,121,106,15,1,0
921,2021-04-18T00:00:00.000Z,Orlando Magic,Houston Rockets,110,114,-4,0,1
922,2021-03-17T00:00:00.000Z,Cleveland Cavaliers,Boston Celtics,117,110,7,1,0
923,2021-04-11T00:00:00.000Z,Minnesota Timberwolves,Chicago Bulls,121,117,4,1,0
924,2021-04-09T00:00:00.000Z,Golden State Warriors,Washington Wizards,107,110,-3,0,1
925,2021-03-14T00:00:00.000Z,Houston Rockets,Boston Celtics,107,134,-27,0,1
926,2021-05-11T00:00:00.000Z,Indiana Pacers,Philadelphia 76ers,103,94,9,1,0
927,2021-03-27T00:00:00.000Z,Utah Jazz,Memphis Grizzlies,126,110,16,1,0
928,2021-04-19T00:00:00.000Z,Milwaukee Bucks,Phoenix Suns,127,128,-1,0,1
929,2021-03-13T00:00:00.000Z,Atlanta Hawks,Sacramento Kings,121,106,15,1,0
930,2021-05-15T00:00:00.000Z,San Antonio Spurs,Phoenix Suns,103,140,-37,0,1
931,2021-03-25T00:00:00.000Z,New York Knicks,Washington Wizards,106,102,4,1,0
932,2021-04-27T00:00:00.000Z,Charlotte Hornets,Milwaukee Bucks,104,114,-10,0,1
933,2021-04-12T00:00:00.000Z,Phoenix Suns,Houston Rockets,126,120,6,1,0
934,2021-03-21T00:00:00.000Z,New York Knicks,Philadelphia 76ers,100,101,-1,0,1
935,2021-05-09T00:00:00.000Z,Boston Celtics,Miami Heat,124,130,-6,0,1
936,2021-04-07T00:00:00.000Z,Phoenix Suns,Utah Jazz,117,113,4,1,0
937,2021-04-17T00:00:00.000Z,Washington Wizards,Detroit Pistons,121,100,21,1,0
938,2021-05-07T00:00:00.000Z,Phoenix Suns,New York Knicks,128,105,23,1,0
939,2021-04-29T00:00:00.000Z,Denver Nuggets,Toronto Raptors,121,111,10,1,0
940,2021-05-03T00:00:00.000Z,Chicago Bulls,Philadelphia 76ers,94,106,-12,0,1
941,2021-05-01T00:00:00.000Z,Minnesota Timberwolves,New Orleans Pelicans,136,140,-4,0,1
942,2021-05-14T00:00:00.000Z,Dallas Mavericks,Toronto Raptors,114,110,4,1,0
943,2021-05-16T00:00:00.000Z,Detroit Pistons,Miami Heat,107,120,-13,0,1
944,2021-05-04T00:00:00.000Z,Oklahoma City Thunder,Sacramento Kings,99,103,-4,0,1
945,2021-05-16T00:00:00.000Z,Sacramento Kings,Utah Jazz,99,121,-22,0,1
946,2021-05-12T00:00:00.000Z,Utah Jazz,Portland Trail Blazers,98,105,-7,0,1
947,2021-04-26T00:00:00.000Z,Denver Nuggets,Memphis Grizzlies,120,96,24,1,0
948,2021-05-10T00:00:00.000Z,Atlanta Hawks,Washington Wizards,125,124,1,1,0
949,2021-03-31T00:00:00.000Z,Los Angeles Lakers,Milwaukee Bucks,97,112,-15,0,1
950,2021-04-12T00:00:00.000Z,New York Knicks,Los Angeles Lakers,111,96,15,1,0
951,2021-04-22T00:00:00.000Z,Orlando Magic,New Orleans Pelicans,100,135,-35,0,1
952,2021-03-11T00:00:00.000Z,Portland Trail Blazers,Phoenix Suns,121,127,-6,0,1
953,2021-05-11T00:00:00.000Z,Memphis Grizzlies,Dallas Mavericks,133,104,29,1,0
954,2021-03-18T00:00:00.000Z,Atlanta Hawks,Oklahoma City Thunder,116,93,23,1,0
955,2021-04-09T00:00:00.000Z,Denver Nuggets,San Antonio Spurs,121,119,2,1,0
956,2021-04-05T00:00:00.000Z,Houston Rockets,Phoenix Suns,130,133,-3,0,1
957,2021-04-18T00:00:00.000Z,LA Clippers,Minnesota Timberwolves,124,105,19,1,0
958,2021-04-23T00:00:00.000Z,Charlotte Hornets,Cleveland Cavaliers,108,102,6,1,0
959,2021-03-21T00:00:00.000Z,Portland Trail Blazers,Dallas Mavericks,92,132,-40,0,1
960,2021-03-19T00:00:00.000Z,Houston Rockets,Detroit Pistons,100,113,-13,0,1
961,2021-05-12T00:00:00.000Z,Brooklyn Nets,San Antonio Spurs,128,116,12,1,0
962,2021-04-20T00:00:00.000Z,New Orleans Pelicans,Brooklyn Nets,129,134,-5,0,1
963,2021-03-13T00:00:00.000Z,Minnesota Timberwolves,Portland Trail Blazers,121,125,-4,0,1
964,2021-03-24T00:00:00.000Z,Oklahoma City Thunder,Memphis Grizzlies,107,116,-9,0,1
965,2021-03-22T00:00:00.000Z,Minnesota Timberwolves,Oklahoma City Thunder,103,112,-9,0,1
966,2021-04-03T00:00:00.000Z,Washington Wizards,Dallas Mavericks,87,109,-22,0,1
967,2021-05-15T00:00:00.000Z,Minnesota Timberwolves,Boston Celtics,108,124,-16,0,1
968,2021-04-15T00:00:00.000Z,Phoenix Suns,Sacramento Kings,122,114,8,1,0
969,2021-03-17T00:00:00.000Z,Denver Nuggets,Charlotte Hornets,129,104,25,1,0
970,2021-05-07T00:00:00.000Z,Sacramento Kings,San Antonio Spurs,104,113,-9,0,1
971,2021-04-16T00:00:00.000Z,Washington Wizards,New Orleans Pelicans,117,115,2,1,0
972,2021-03-14T00:00:00.000Z,Chicago Bulls,Toronto Raptors,118,95,23,1,0
973,2021-03-12T00:00:00.000Z,Washington Wizards,Philadelphia 76ers,101,127,-26,0,1
974,2021-03-29T00:00:00.000Z,Golden State Warriors,Chicago Bulls,116,102,14,1,0
975,2021-05-16T00:00:00.000Z,Chicago Bulls,Milwaukee Bucks,118,112,6,1,0
976,2021-05-16T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,132,116,16,1,0
977,2021-04-06T00:00:00.000Z,Toronto Raptors,Los Angeles Lakers,101,110,-9,0,1
978,2021-04-19T00:00:00.000Z,Detroit Pistons,Cleveland Cavaliers,109,105,4,1,0
979,2021-04-04T00:00:00.000Z,Boston Celtics,Charlotte Hornets,116,86,30,1,0
980,2021-04-26T00:00:00.000Z,Minnesota Timberwolves,Utah Jazz,105,104,1,1,0
981,2021-04-07T00:00:00.000Z,Denver Nuggets,San Antonio Spurs,106,96,10,1,0
982,2021-03-25T00:00:00.000Z,Los Angeles Lakers,Philadelphia 76ers,101,109,-8,0,1
983,2021-04-30T00:00:00.000Z,Los Angeles Lakers,Sacramento Kings,106,110,-4,0,1
984,2021-04-02T00:00:00.000Z,Sacramento Kings,Los Angeles Lakers,94,115,-21,0,1
985,2021-05-08T00:00:00.000Z,Philadelphia 76ers,Detroit Pistons,118,104,14,1,0
986,2021-03-26T00:00:00.000Z,Orlando Magic,Portland Trail Blazers,105,112,-7,0,1
987,2021-05-09T00:00:00.000Z,LA Clippers,New York Knicks,100,106,-6,0,1
988,2021-04-14T00:00:00.000Z,Oklahoma City Thunder,Golden State Warriors,109,147,-38,0,1
989,2021-04-21T00:00:00.000Z,Washington Wizards,Golden State Warriors,118,114,4,1,0
990,2021-04-21T00:00:00.000Z,Portland Trail Blazers,Denver Nuggets,105,106,-1,0,1
991,2021-05-01T00:00:00.000Z,Dallas Mavericks,Washington Wizards,125,124,1,1,0
992,2021-04-11T00:00:00.000Z,Portland Trail Blazers,Miami Heat,98,107,-9,0,1
993,2021-05-14T00:00:00.000Z,Golden State Warriors,New Orleans Pelicans,125,122,3,1,0
994,2021-04-28T00:00:00.000Z,Sacramento Kings,Utah Jazz,105,154,-49,0,1
995,2021-04-11T00:00:00.000Z,Charlotte Hornets,Atlanta Hawks,101,105,-4,0,1
996,2021-03-26T00:00:00.000Z,Milwaukee Bucks,Boston Celtics,114,122,-8,0,1
997,2021-05-03T00:00:00.000Z,Atlanta Hawks,Portland Trail Blazers,123,114,9,1,0
998,2021-03-13T00:00:00.000Z,Brooklyn Nets,Detroit Pistons,100,95,5,1,0
999,2021-03-16T00:00:00.000Z,Philadelphia 76ers,New York Knicks,99,96,3,1,0
1000,2021-03-21T00:00:00.000Z,Cleveland Cavaliers,Toronto Raptors,116,105,11,1,0
1001,2021-04-14T00:00:00.000Z,Chicago Bulls,Orlando Magic,106,115,-9,0,1
1002,2021-04-09T00:00:00.000Z,LA Clippers,Houston Rockets,126,109,17,1,0
1003,2021-04-10T00:00:00.000Z,Brooklyn Nets,Los Angeles Lakers,101,126,-25,0,1
1004,2021-03-23T00:00:00.000Z,New York Knicks,Washington Wizards,131,113,18,1,0
1005,2021-05-11T00:00:00.000Z,Los Angeles Lakers,New York Knicks,101,99,2,1,0
1006,2021-03-17T00:00:00.000Z,Detroit Pistons,Toronto Raptors,116,112,4,1,0
1007,2021-03-27T00:00:00.000Z,Sacramento Kings,Cleveland Cavaliers,100,98,2,1,0
1008,2021-05-02T00:00:00.000Z,Dallas Mavericks,Sacramento Kings,99,111,-12,0,1
1009,2021-04-13T00:00:00.000Z,Charlotte Hornets,Los Angeles Lakers,93,101,-8,0,1
1010,2021-03-24T00:00:00.000Z,Houston Rockets,Charlotte Hornets,97,122,-25,0,1
1011,2021-03-22T00:00:00.000Z,Houston Rockets,Toronto Raptors,117,99,18,1,0
1012,2021-03-14T00:00:00.000Z,Oklahoma City Thunder,Memphis Grizzlies,128,122,6,1,0
1013,2021-03-24T00:00:00.000Z,Sacramento Kings,Atlanta Hawks,110,108,2,1,0
1014,2021-03-12T00:00:00.000Z,Los Angeles Lakers,Indiana Pacers,105,100,5,1,0
1015,2021-03-19T00:00:00.000Z,Miami Heat,Indiana Pacers,110,137,-27,0,1
1016,2021-03-18T00:00:00.000Z,New York Knicks,Orlando Magic,94,93,1,1,0
1017,2021-04-16T00:00:00.000Z,Brooklyn Nets,Charlotte Hornets,130,115,15,1,0
1018,2021-03-29T00:00:00.000Z,Boston Celtics,New Orleans Pelicans,109,115,-6,0,1
1019,2021-03-28T00:00:00.000Z,Toronto Raptors,Portland Trail Blazers,117,122,-5,0,1
1020,2021-05-01T00:00:00.000Z,Charlotte Hornets,Detroit Pistons,107,94,13,1,0
1021,2021-03-15T00:00:00.000Z,Washington Wizards,Milwaukee Bucks,122,133,-11,0,1
1022,2021-05-10T00:00:00.000Z,Cleveland Cavaliers,Indiana Pacers,102,111,-9,0,1
1023,2021-05-15T00:00:00.000Z,Brooklyn Nets,Chicago Bulls,105,91,14,1,0
1024,2021-03-25T00:00:00.000Z,Miami Heat,Portland Trail Blazers,122,125,-3,0,1
1025,2021-04-18T00:00:00.000Z,Miami Heat,Brooklyn Nets,109,107,2,1,0
1026,2021-04-17T00:00:00.000Z,Phoenix Suns,San Antonio Spurs,85,111,-26,0,1
1027,2021-03-31T00:00:00.000Z,Phoenix Suns,Chicago Bulls,121,116,5,1,0
1028,2021-04-19T00:00:00.000Z,Philadelphia 76ers,Golden State Warriors,96,107,-11,0,1
1029,2021-04-25T00:00:00.000Z,Charlotte Hornets,Boston Celtics,125,104,21,1,0
1030,2021-04-20T00:00:00.000Z,Atlanta Hawks,Orlando Magic,112,96,16,1,0
1031,2021-04-26T00:00:00.000Z,Orlando Magic,Los Angeles Lakers,103,114,-11,0,1
1032,2021-04-21T00:00:00.000Z,Cleveland Cavaliers,Chicago Bulls,121,105,16,1,0
1033,2021-04-02T00:00:00.000Z,Toronto Raptors,Golden State Warriors,130,77,53,1,0
1034,2021-04-24T00:00:00.000Z,Indiana Pacers,Detroit Pistons,115,109,6,1,0
1035,2021-04-22T00:00:00.000Z,Chicago Bulls,Charlotte Hornets,108,91,17,1,0
1036,2021-04-27T00:00:00.000Z,Indiana Pacers,Portland Trail Blazers,112,133,-21,0,1
1037,2021-04-23T00:00:00.000Z,Brooklyn Nets,Boston Celtics,109,104,5,1,0
1038,2021-04-28T00:00:00.000Z,Cleveland Cavaliers,Orlando Magic,104,109,-5,0,1
1039,2021-04-29T00:00:00.000Z,Detroit Pistons,Dallas Mavericks,105,115,-10,0,1
1040,2021-04-30T00:00:00.000Z,Chicago Bulls,Milwaukee Bucks,98,108,-10,0,1
1041,2021-05-09T00:00:00.000Z,Los Angeles Lakers,Phoenix Suns,123,110,13,1,0
1042,2021-05-08T00:00:00.000Z,Toronto Raptors,Memphis Grizzlies,99,109,-10,0,1
1043,2021-05-14T00:00:00.000Z,Detroit Pistons,Denver Nuggets,91,104,-13,0,1
1044,2021-05-05T00:00:00.000Z,Indiana Pacers,Sacramento Kings,93,104,-11,0,1
1045,2021-05-13T00:00:00.000Z,Indiana Pacers,Milwaukee Bucks,133,142,-9,0,1
1046,2021-05-04T00:00:00.000Z,Cleveland Cavaliers,Phoenix Suns,118,134,-16,0,1
1047,2021-05-16T00:00:00.000Z,Washington Wizards,Charlotte Hornets,115,110,5,1,0
1048,2021-05-16T00:00:00.000Z,Minnesota Timberwolves,Dallas Mavericks,136,121,15,1,0
1049,2021-05-12T00:00:00.000Z,Atlanta Hawks,Washington Wizards,120,116,4,1,0
1050,2021-04-01T00:00:00.000Z,San Antonio Spurs,Atlanta Hawks,129,134,-5,0,1
1051,2021-04-15T00:00:00.000Z,Atlanta Hawks,Milwaukee Bucks,109,120,-11,0,1
1052,2021-03-24T00:00:00.000Z,Minnesota Timberwolves,Dallas Mavericks,108,128,-20,0,1
1053,2021-03-18T00:00:00.000Z,Los Angeles Lakers,Charlotte Hornets,116,105,11,1,0
1054,2021-05-01T00:00:00.000Z,Orlando Magic,Memphis Grizzlies,112,111,1,1,0
1055,2021-03-31T00:00:00.000Z,Oklahoma City Thunder,Toronto Raptors,113,103,10,1,0
1056,2021-03-17T00:00:00.000Z,Washington Wizards,Sacramento Kings,119,121,-2,0,1
1057,2021-03-22T00:00:00.000Z,Milwaukee Bucks,Indiana Pacers,140,113,27,1,0
1058,2021-04-11T00:00:00.000Z,Memphis Grizzlies,Indiana Pacers,125,132,-7,0,1
1059,2021-05-07T00:00:00.000Z,Dallas Mavericks,Cleveland Cavaliers,110,90,20,1,0
1060,2021-03-16T00:00:00.000Z,Miami Heat,Cleveland Cavaliers,113,98,15,1,0
1061,2021-05-11T00:00:00.000Z,Detroit Pistons,Minnesota Timberwolves,100,119,-19,0,1
1062,2021-04-28T00:00:00.000Z,Phoenix Suns,LA Clippers,109,101,8,1,0
1063,2021-04-14T00:00:00.000Z,Detroit Pistons,LA Clippers,98,100,-2,0,1
1064,2021-03-15T00:00:00.000Z,Dallas Mavericks,LA Clippers,99,109,-10,0,1
1065,2021-04-14T00:00:00.000Z,Sacramento Kings,Washington Wizards,111,123,-12,0,1
1066,2021-03-13T00:00:00.000Z,Oklahoma City Thunder,New York Knicks,97,119,-22,0,1
1067,2021-03-19T00:00:00.000Z,Toronto Raptors,Utah Jazz,112,115,-3,0,1
1068,2021-03-14T00:00:00.000Z,Orlando Magic,Miami Heat,97,102,-5,0,1
1069,2021-04-12T00:00:00.000Z,Minnesota Timberwolves,Brooklyn Nets,97,127,-30,0,1
1070,2021-04-13T00:00:00.000Z,Phoenix Suns,Miami Heat,106,86,20,1,0
1071,2021-03-12T00:00:00.000Z,Utah Jazz,Houston Rockets,114,99,15,1,0
1072,2021-04-04T00:00:00.000Z,Houston Rockets,New Orleans Pelicans,115,122,-7,0,1
1073,2021-05-03T00:00:00.000Z,Memphis Grizzlies,New York Knicks,104,118,-14,0,1
1074,2021-03-26T00:00:00.000Z,Golden State Warriors,Atlanta Hawks,108,124,-16,0,1
1075,2021-04-21T00:00:00.000Z,New York Knicks,Atlanta Hawks,137,127,10,1,0
1076,2021-05-09T00:00:00.000Z,Detroit Pistons,Chicago Bulls,96,108,-12,0,1
1077,2021-03-29T00:00:00.000Z,Detroit Pistons,Toronto Raptors,118,104,14,1,0
1078,2021-04-03T00:00:00.000Z,San Antonio Spurs,Indiana Pacers,133,139,-6,0,1
1079,2021-03-21T00:00:00.000Z,Detroit Pistons,Chicago Bulls,86,100,-14,0,1
1080,2021-04-30T00:00:00.000Z,Cleveland Cavaliers,Washington Wizards,93,122,-29,0,1
1081,2021-04-05T00:00:00.000Z,Brooklyn Nets,New York Knicks,114,112,2,1,0
1082,2021-04-08T00:00:00.000Z,Miami Heat,Los Angeles Lakers,110,104,6,1,0
1083,2021-03-27T00:00:00.000Z,Oklahoma City Thunder,Boston Celtics,94,111,-17,0,1
1084,2021-05-04T00:00:00.000Z,LA Clippers,Toronto Raptors,105,100,5,1,0
1085,2021-04-02T00:00:00.000Z,Indiana Pacers,Charlotte Hornets,97,114,-17,0,1
1086,2021-04-19T00:00:00.000Z,Washington Wizards,Oklahoma City Thunder,119,107,12,1,0
1087,2021-04-16T00:00:00.000Z,Philadelphia 76ers,LA Clippers,106,103,3,1,0
1088,2021-05-06T00:00:00.000Z,LA Clippers,Los Angeles Lakers,118,94,24,1,0
1089,2021-04-07T00:00:00.000Z,Boston Celtics,New York Knicks,101,99,2,1,0
1090,2021-05-02T00:00:00.000Z,Oklahoma City Thunder,Phoenix Suns,120,123,-3,0,1
1091,2021-04-09T00:00:00.000Z,New York Knicks,Memphis Grizzlies,133,129,4,1,0
1092,2021-04-29T00:00:00.000Z,Minnesota Timberwolves,Golden State Warriors,126,114,12,1,0
1093,2021-04-17T00:00:00.000Z,Milwaukee Bucks,Memphis Grizzlies,115,128,-13,0,1
1094,2021-05-08T00:00:00.000Z,Portland Trail Blazers,San Antonio Spurs,124,102,22,1,0
1095,2021-04-26T00:00:00.000Z,New Orleans Pelicans,LA Clippers,120,103,17,1,0
1096,2021-05-16T00:00:00.000Z,Philadelphia 76ers,Orlando Magic,128,117,11,1,0
1097,2021-05-10T00:00:00.000Z,Portland Trail Blazers,Houston Rockets,140,129,11,1,0
1098,2021-04-10T00:00:00.000Z,Utah Jazz,Sacramento Kings,128,112,16,1,0
1099,2021-03-14T00:00:00.000Z,Philadelphia 76ers,San Antonio Spurs,134,99,35,1,0
1100,2021-03-23T00:00:00.000Z,New Orleans Pelicans,Los Angeles Lakers,128,111,17,1,0
1101,2021-05-11T00:00:00.000Z,Toronto Raptors,LA Clippers,96,115,-19,0,1
1102,2021-03-24T00:00:00.000Z,Toronto Raptors,Denver Nuggets,135,111,24,1,0
1103,2021-05-03T00:00:00.000Z,New Orleans Pelicans,Golden State Warriors,108,123,-15,0,1
1104,2021-03-16T00:00:00.000Z,Portland Trail Blazers,New Orleans Pelicans,125,124,1,1,0
1105,2021-04-30T00:00:00.000Z,Philadelphia 76ers,Atlanta Hawks,126,104,22,1,0
1106,2021-04-22T00:00:00.000Z,Dallas Mavericks,Los Angeles Lakers,115,110,5,1,0
1107,2021-03-25T00:00:00.000Z,Sacramento Kings,Golden State Warriors,141,119,22,1,0
1108,2021-04-09T00:00:00.000Z,Milwaukee Bucks,Charlotte Hornets,119,127,-8,0,1
1109,2021-03-26T00:00:00.000Z,Detroit Pistons,Brooklyn Nets,111,113,-2,0,1
1110,2021-03-27T00:00:00.000Z,Milwaukee Bucks,New York Knicks,96,102,-6,0,1
1111,2021-03-28T00:00:00.000Z,Charlotte Hornets,Phoenix Suns,97,101,-4,0,1
